#Organism group	Strain	Isolate identifiers	Serovar	Isolate	Create date	Location	Isolation source	Isolation type	SNP cluster	Min-same	Min-diff	BioSample	Assembly	AMR genotypes core	Computed types
Salmonella enterica		"17225_4_65","ERS5913577"	Typhi	PDT001292041.1	2022-04-21T16:36:21Z	Gambia	human	clinical	PDS000108610.1	0		SAMEA8227005	GCA_023089865.1		antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica		"17225_4_58","ERS5913576"	Typhi	PDT001292042.1	2022-04-21T16:36:21Z	Gambia	human	clinical	PDS000108610.1	0		SAMEA8227004	GCA_023083085.1		antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica		"17225_2_61","ERS5913575"	Enteritidis	PDT001292043.1	2022-04-21T16:36:21Z	Gambia	human	clinical	PDS000107947.11	0		SAMEA8227003	GCA_023083065.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_4_40","ERS5913574"	Dublin	PDT001292044.1	2022-04-21T16:36:21Z	Gambia	human	clinical	PDS000108607.1	0		SAMEA8227002	GCA_023083945.1		antigen_formula=2:g,p:-,serotype=Dublin
Salmonella enterica		"17225_4_69","ERS5913573"	Dublin	PDT001292045.1	2022-04-21T16:36:22Z	Gambia	human	clinical	PDS000108607.1	0		SAMEA8227001	GCA_023090525.1		antigen_formula=9:g,p:-,serotype=Dublin
Salmonella enterica		"17225_4_68","ERS5913572"	Virchow	PDT001292046.1	2022-04-21T16:36:22Z	Gambia	human	clinical	PDS000108616.1	0		SAMEA8227000	GCA_023089885.1		antigen_formula=7:r:1,2,serotype=Virchow
Salmonella enterica		"17225_4_47","ERS5913571"	Typhi	PDT001292047.1	2022-04-21T16:36:22Z	Gambia	human	clinical				SAMEA8226999	GCA_023083925.1		antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica		"17225_4_33","ERS5913570"	Overschie	PDT001292048.1	2022-04-21T16:36:23Z	Gambia	human	clinical	PDS000108612.1	0		SAMEA8226998	GCA_023090565.1		antigen_formula=39:y:1,5,serotype=Windermere
Salmonella enterica		"17225_2_77","ERS5913569"	Havana	PDT001292049.1	2022-04-21T16:36:23Z	Gambia	human	clinical				SAMEA8226997	GCA_023083005.1		antigen_formula=13:f,g:-,serotype=Havana
Salmonella enterica		"17225_4_34","ERS5913568"	Dublin	PDT001292050.1	2022-04-21T16:36:23Z	Gambia	human	clinical	PDS000108607.1	6		SAMEA8226996	GCA_023083865.1		antigen_formula=9:g,p:-,serotype=Dublin
Salmonella enterica		"17225_4_37","ERS5913567"	Welikade	PDT001292051.1	2022-04-21T16:36:23Z	Gambia	human	clinical				SAMEA8226995	GCA_023082985.1		antigen_formula=16:d:e,n,z15,serotype=Nottingham
Salmonella enterica		"17225_4_28","ERS5913566"	Dublin	PDT001292052.1	2022-04-21T16:36:24Z	Gambia	human	clinical	PDS000108607.1	3		SAMEA8226994	GCA_023083025.1		antigen_formula=9:g,p:-,serotype=Dublin
Salmonella enterica		"17225_2_72","ERS5913565"	Enteritidis	PDT001292053.1	2022-04-21T16:36:24Z	Gambia	human	clinical	PDS000031029.7	21		SAMEA8226993	GCA_023090485.1		antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"18090_5_45","ERS5913564"	Enteritidis	PDT001292054.1	2022-04-21T16:36:24Z	Gambia	human	clinical	PDS000107947.11	0		SAMEA8226992	GCA_023083045.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_2_58","ERS5913563"	Enteritidis	PDT001292055.1	2022-04-21T16:36:25Z	Gambia	human	clinical	PDS000107947.11	0		SAMEA8226991	GCA_023090545.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_4_74","ERS5913562"	Enteritidis	PDT001292056.1	2022-04-21T16:36:25Z	Gambia	human	clinical	PDS000107947.11	3		SAMEA8226990	GCA_023090505.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_4_53","ERS5913561"	Bredeney	PDT001292057.1	2022-04-21T16:36:25Z	Gambia	human	clinical	PDS000108608.1	0		SAMEA8226989	GCA_023086435.1		antigen_formula=9:z10:e,n,z15,serotype=Ruanda
Salmonella enterica		"17225_2_69","ERS5913560"	Bredeney	PDT001292058.1	2022-04-21T16:36:26Z	Gambia	human	clinical				SAMEA8226988	GCA_023082965.1		antigen_formula=1,3,19:b:1,5,serotype=Gnesta
Salmonella enterica		"17225_4_32","ERS5913559"	Dublin	PDT001292059.1	2022-04-21T16:36:26Z	Gambia	human	clinical	PDS000108607.1	6		SAMEA8226987	GCA_023090465.1		antigen_formula=9:g,p:-,serotype=Dublin
Salmonella enterica		"17225_4_22","ERS5913558"	Dublin	PDT001292060.1	2022-04-21T16:36:26Z	Gambia	human	clinical	PDS000108607.1	17		SAMEA8226986	GCA_023086355.1		antigen_formula=9:g,p:-,serotype=Dublin
Salmonella enterica		"17225_4_26","ERS5913557"	Mbandaka	PDT001292061.1	2022-04-21T16:36:26Z	Gambia	human	clinical				SAMEA8226985	GCA_023083885.1		antigen_formula=7:z10:e,n,z15,serotype=Mbandaka
Salmonella enterica		"17225_4_62","ERS5913556"	Miami	PDT001292062.1	2022-04-21T16:36:27Z	Gambia	human	clinical				SAMEA8226984	GCA_023082935.1		antigen_formula=28:z:1,6,serotype=Doel
Salmonella enterica		"17225_4_23","ERS5913555"	Typhi	PDT001292063.1	2022-04-21T16:36:27Z	Gambia	human	clinical	PDS000041681.2	4		SAMEA8226983	GCA_023082925.1		antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica		"17225_2_73","ERS5913554"	Senftenberg	PDT001292064.1	2022-04-21T16:36:27Z	Gambia	human	clinical				SAMEA8226982	GCA_023082905.1	fosA7.8=COMPLETE	antigen_formula=35:f,g:-,serotype=Adelaide
Salmonella enterica		"17225_4_27","ERS5913553"	Dublin	PDT001292065.1	2022-04-21T16:36:27Z	Gambia	human	clinical	PDS000108607.1	7		SAMEA8226981	GCA_023090445.1		antigen_formula=9:g,p:-,serotype=Dublin
Salmonella enterica		"18090_5_47","ERS5913552"	Muenster	PDT001292066.1	2022-04-21T16:36:28Z	Gambia	human	clinical				SAMEA8226980	GCA_023082885.1		antigen_formula=3,10:e,h:1,5,serotype=Muenster
Salmonella enterica		"17225_2_59","ERS5913551"	Enteritidis	PDT001292067.1	2022-04-21T16:36:28Z	Gambia	human	clinical	PDS000107947.11	3		SAMEA8226979	GCA_023082865.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_2_65","ERS5913550"	Bredeney	PDT001292068.1	2022-04-21T16:36:28Z	Gambia	human	clinical	PDS000108608.1	0		SAMEA8226978	GCA_023082845.1		antigen_formula=9:z10:e,n,z15,serotype=Ruanda
Salmonella enterica		"17225_2_64","ERS5913549"	Typhimurium	PDT001292069.1	2022-04-21T16:36:29Z	Gambia	human	clinical	PDS000108609.1			SAMEA8226977	GCA_023083905.1		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica		"17225_2_79","ERS5913548"	Chester	PDT001292070.1	2022-04-21T16:36:29Z	Gambia	human	clinical				SAMEA8226976	GCA_023082825.1		antigen_formula=4:e,h:1,6,serotype=Eko
Salmonella enterica		"17225_4_38","ERS5913547"	Typhimurium	PDT001292071.1	2022-04-21T16:36:29Z	Gambia	human	clinical	PDS000016322.6	0		SAMEA8226975	GCA_023090425.1		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica		"17225_2_74","ERS5913546"	Enteritidis	PDT001292072.1	2022-04-21T16:36:30Z	Gambia	human	clinical	PDS000107947.11	0		SAMEA8226974	GCA_023082805.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_4_5","ERS5913545"	Typhimurium	PDT001292073.1	2022-04-21T16:36:30Z	Gambia	human	clinical				SAMEA8226973	GCA_023082785.1		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica		"17225_2_70","ERS5913544"	Typhi	PDT001292074.1	2022-04-21T16:36:31Z	Gambia	human	clinical	PDS000108626.1	1		SAMEA8226972	GCA_023082765.1		antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica		"17225_4_75","ERS5913543"	Enteritidis	PDT001292075.1	2022-04-21T16:36:31Z	Gambia	human	clinical	PDS000108616.1	0		SAMEA8226971	GCA_023082745.1		antigen_formula=7:r:1,2,serotype=Virchow
Salmonella enterica		"17225_2_51","ERS5913542"	Typhi	PDT001292076.1	2022-04-21T16:36:32Z	Gambia	human	clinical	PDS000108626.1	1		SAMEA8226970	GCA_023082725.1		antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica		"17225_4_48","ERS5913541"	Typhimurium	PDT001292077.1	2022-04-21T16:36:32Z	Gambia	human	clinical	PDS000016322.6	0		SAMEA8226969	GCA_023083845.1		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica		"17225_2_49","ERS5913540"	Virchow	PDT001292078.1	2022-04-21T16:36:32Z	Gambia	human	clinical				SAMEA8226968	GCA_023083815.1		antigen_formula=7:r:1,2,serotype=Virchow
Salmonella enterica		"17225_4_39","ERS5913539"	Enteritidis	PDT001292079.1	2022-04-21T16:36:33Z	Gambia	human	clinical	PDS000108626.1	3		SAMEA8226967	GCA_023090405.1		antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica		"17225_2_55","ERS5913538"	Enteritidis	PDT001292080.1	2022-04-21T16:36:33Z	Gambia	human	clinical	PDS000107947.11	1		SAMEA8226966	GCA_023086775.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_4_6","ERS5913537"	Poona	PDT001292081.1	2022-04-21T16:36:33Z	Gambia	human	clinical				SAMEA8226965	GCA_023089925.1		antigen_formula=13:z:1,6,serotype=Poona
Salmonella enterica		"17225_4_63","ERS5913536"	Enteritidis	PDT001292082.1	2022-04-21T16:36:33Z	Gambia	human	clinical	PDS000107947.11	0		SAMEA8226964	GCA_023082705.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_2_44","ERS5913535"	Urbana	PDT001292083.1	2022-04-21T16:36:34Z	Gambia	human	clinical				SAMEA8226963	GCA_023089905.1		antigen_formula=30:b:e,n,x,serotype=Urbana
Salmonella enterica		"17225_2_46","ERS5913534"	Typhi	PDT001292084.1	2022-04-21T16:36:34Z	Gambia	human	clinical	PDS000041681.2	14		SAMEA8226962	GCA_023082685.1		antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica		"17225_2_85","ERS5913533"	Enteritidis	PDT001292085.1	2022-04-21T16:36:34Z	Gambia	human	clinical	PDS000107947.11	3		SAMEA8226961	GCA_023090385.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_4_7","ERS5913532"	Enteritidis	PDT001292086.1	2022-04-21T16:36:35Z	Gambia	human	clinical	PDS000107947.11	2		SAMEA8226960	GCA_023091025.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_2_80","ERS5913531"	Typhimurium	PDT001292087.1	2022-04-21T16:36:35Z	Gambia	human	clinical				SAMEA8226959	GCA_023090345.1		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica		"17225_2_53","ERS5913530"	Enteritidis	PDT001292088.1	2022-04-21T16:36:35Z	Gambia	human	clinical	PDS000107947.11	0		SAMEA8226958	GCA_023082645.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_2_48","ERS5913529"	Enteritidis	PDT001292089.1	2022-04-21T16:36:35Z	Gambia	human	clinical	PDS000107947.11	2		SAMEA8226957	GCA_023090325.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_4_64","ERS5913528"	Enteritidis	PDT001292090.1	2022-04-21T16:36:36Z	Gambia	human	clinical	PDS000107947.11	0		SAMEA8226956	GCA_023090285.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_2_40","ERS5913527"	Enteritidis	PDT001292091.1	2022-04-21T16:36:37Z	Gambia	human	clinical	PDS000107947.11	0		SAMEA8226955	GCA_023082625.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_2_52","ERS5913526"	Enteritidis	PDT001292092.1	2022-04-21T16:36:37Z	Gambia	human	clinical	PDS000107947.11	0		SAMEA8226954	GCA_023082665.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_4_17","ERS5913525"	Enteritidis	PDT001292093.1	2022-04-21T16:36:37Z	Gambia	human	clinical	PDS000107947.11	0		SAMEA8226953	GCA_023082605.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_2_54","ERS5913524"	Enteritidis	PDT001292094.1	2022-04-21T16:36:38Z	Gambia	human	clinical	PDS000107947.11	0		SAMEA8226952	GCA_023082565.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_2_41","ERS5913523"	Enteritidis	PDT001292095.1	2022-04-21T16:36:38Z	Gambia	human	clinical	PDS000107947.11	0		SAMEA8226951	GCA_023089945.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_2_57","ERS5913522"	Enteritidis	PDT001292096.1	2022-04-21T16:36:39Z	Gambia	human	clinical	PDS000107947.11	0		SAMEA8226950	GCA_023082505.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_2_50","ERS5913521"	Enteritidis	PDT001292097.1	2022-04-21T16:36:39Z	Gambia	human	clinical	PDS000107947.11	0		SAMEA8226949	GCA_023082585.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_2_56","ERS5913520"	Enteritidis	PDT001292098.1	2022-04-21T16:36:40Z	Gambia	human	clinical	PDS000107947.11	0		SAMEA8226948	GCA_023082525.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=2:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_2_78","ERS5913519"	Enteritidis	PDT001292099.1	2022-04-21T16:36:40Z	Gambia	human	clinical	PDS000107947.11	0		SAMEA8226947	GCA_023082545.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_2_75","ERS5913518"	Enteritidis	PDT001292100.1	2022-04-21T16:36:40Z	Gambia	human	clinical	PDS000107947.11	0		SAMEA8226946	GCA_023082465.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_2_45","ERS5913517"	Enteritidis	PDT001292101.1	2022-04-21T16:36:41Z	Gambia	human	clinical	PDS000107947.11	0		SAMEA8226945	GCA_023082485.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_2_43","ERS5913516"	Enteritidis	PDT001292102.1	2022-04-21T16:36:41Z	Gambia	human	clinical	PDS000107947.11	0		SAMEA8226944	GCA_023082425.1	blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_2_42","ERS5913515"	Typhimurium	PDT001292103.1	2022-04-21T16:36:41Z	Gambia	human	clinical	PDS000041999.102	18	25	SAMEA8226943	GCA_023083795.1	aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA1=COMPLETE,sul1=COMPLETE,sul2=COMPLETE	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica		"17225_2_47","ERS5913514"	Enteritidis	PDT001292104.1	2022-04-21T16:36:42Z	Gambia	human	clinical	PDS000107947.11	2		SAMEA8226942	GCA_023090365.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"18090_5_44","ERS5913513"	Enteritidis	PDT001292105.1	2022-04-21T16:36:42Z	Gambia	human	clinical	PDS000107947.11	0		SAMEA8226941	GCA_023089845.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_2_31","ERS5913512"	Enteritidis	PDT001292106.1	2022-04-21T16:36:42Z	Gambia	human	clinical	PDS000107947.11	0		SAMEA8226940	GCA_023082445.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_2_36","ERS5913511"	Enteritidis	PDT001292107.1	2022-04-21T16:36:43Z	Gambia	human	clinical	PDS000107947.11	0		SAMEA8226939	GCA_023082385.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_2_25","ERS5913510"	Enteritidis	PDT001292108.1	2022-04-21T16:36:43Z	Gambia	human	clinical	PDS000107947.11	0		SAMEA8226938	GCA_023082395.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_2_27","ERS5913509"	Enteritidis	PDT001292109.1	2022-04-21T16:36:43Z	Gambia	human	clinical	PDS000107947.11	18		SAMEA8226937	GCA_023082365.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_2_34","ERS5913508"	Enteritidis	PDT001292110.1	2022-04-21T16:36:43Z	Gambia	human	clinical	PDS000107947.11	0		SAMEA8226936	GCA_023082325.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_2_30","ERS5913507"	Enteritidis	PDT001292111.1	2022-04-21T16:36:44Z	Gambia	human	clinical	PDS000107947.11	0		SAMEA8226935	GCA_023082305.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_2_33","ERS5913506"	Typhi	PDT001292112.1	2022-04-21T16:36:44Z	Gambia	human	clinical	PDS000108626.1	3		SAMEA8226934	GCA_023083775.1		antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica		"25292_2_6","ERS5913505"	Typhi	PDT001292113.1	2022-04-21T16:36:44Z	Gambia	human	clinical	PDS000078437.2	12		SAMEA8226933	GCA_023082335.1		antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica		"17225_4_49","ERS5913504"	Typhi	PDT001292114.1	2022-04-21T16:36:45Z	Gambia	human	clinical	PDS000108610.1	21		SAMEA8226932	GCA_023090305.1		antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica		"17225_2_35","ERS5913503"	Cotham	PDT001292115.1	2022-04-21T16:36:45Z	Gambia	human	clinical				SAMEA8226931	GCA_023082285.1		antigen_formula=28:i:1,5,serotype=Cotham
Salmonella enterica		"17225_2_29","ERS5913502"	Bredeney	PDT001292116.1	2022-04-21T16:36:45Z	Gambia	human	clinical				SAMEA8226930	GCA_023082205.1		antigen_formula=1,3,19:b:1,5,serotype=Gnesta
Salmonella enterica		"17225_2_37","ERS5913501"	Enteritidis	PDT001292117.1	2022-04-21T16:36:45Z	Gambia	human	clinical	PDS000107947.11	0		SAMEA8226929	GCA_023082265.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_2_39","ERS5913500"	Dublin	PDT001292118.1	2022-04-21T16:36:46Z	Gambia	human	clinical	PDS000108607.1	11		SAMEA8226928	GCA_023091005.1		antigen_formula=9:g,p:-,serotype=Dublin
Salmonella enterica		"17225_2_26","ERS5913499"	Stanleyville	PDT001292119.1	2022-04-21T16:36:46Z	Gambia	human	clinical				SAMEA8226927	GCA_023090215.1	fosA7=COMPLETE	antigen_formula=4:z4,z23:-,serotype=Stanleyville
Salmonella enterica		"17225_2_28","ERS5913498"	Typhi	PDT001292120.1	2022-04-21T16:36:46Z	Gambia	human	clinical	PDS000041681.2	5		SAMEA8226926	GCA_023082245.1		antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica		"17225_2_32","ERS5913497"	Virchow	PDT001292121.1	2022-04-21T16:36:47Z	Gambia	human	clinical				SAMEA8226925	GCA_023089825.1		antigen_formula=7:r:1,2,serotype=Virchow
Salmonella enterica		"17225_2_38","ERS5913496"	Paratyphi C	PDT001292122.1	2022-04-21T16:36:47Z	Gambia	human	clinical				SAMEA8226924	GCA_023083755.1	fosA7=COMPLETE	antigen_formula=7:e,h:1,5,serotype=Lomita
Salmonella enterica		"17225_4_59","ERS5913495"	Typhi	PDT001292123.1	2022-04-21T16:36:47Z	Gambia	human	clinical	PDS000041681.2	0		SAMEA8226923	GCA_023083735.1		antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica		"17225_2_66","ERS5913494"	Typhi	PDT001292124.1	2022-04-21T16:36:47Z	Gambia	human	clinical	PDS000041681.2	2		SAMEA8226922	GCA_023083685.1		antigen_formula=2:d:-,serotype=I 2:d:-
Salmonella enterica		"17225_4_66","ERS5913493"	Typhi	PDT001292125.1	2022-04-21T16:36:48Z	Gambia	human	clinical	PDS000041681.2	0		SAMEA8226921	GCA_023089785.1		antigen_formula=9:d:-,serotype=Typhi
